"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
"MRRL","UBS ETRACS M Py 2xLvg MortgREIT ETN SerB","Financial","Exchange Traded Fund","USA",,,,,,,,,19.24%,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,-3.38%,1.41%,5.52%,9.34%,66.34%,7.04%,,0.31,1.46%,1.62%,-2.09%,1.23%,12.41%,-9.36%,9.88%,-11.81%,69.51%,45.60,0.00%,0.96%,,4.24,0.07,15.95,0.96%,288,
"MRT","MedEquities Realty Trust, Inc.","Services","Restaurants","USA",344.60,,13.95,,6.81,0.93,36.27,11.41,7.74%,,-0.02,,14.75%,-4.47%,12.00%,,11.40%,-8.50%,31.76,,1.70%,0.00%,,,,1.49,,,6.20%,,,0.00,0.00,97.40%,,,-2.16%,-5.49%,-1.92%,,,-0.42%,,0.29,3.31%,2.52%,-2.49%,-2.99%,-2.08%,-6.95%,2.34%,-8.27%,7.52%,39.72,0.18%,0.65%,2.00,246.57,0.67,10.85,0.84%,164918,2/27/2017 4:30:00 PM
"MRTN","Marten Transport, Ltd.","Services","Trucking","USA",783.23,23.29,19.45,2.33,1.17,1.78,1566.47,,0.42%,9.70%,1.02,-3.40%,20.20%,6.90%,10.00%,2.10%,-3.70%,2.30%,32.84,23.09,22.70%,-0.17%,71.90%,-1.38%,0.97%,2.18,5.30%,7.90%,7.80%,1.50,1.50,0.02,0.00,36.00%,8.70%,5.00%,-2.65%,6.95%,-7.29%,8.05%,34.63%,2.36%,1.21,0.64,2.19%,2.64%,-0.93%,1.39%,8.35%,-6.10%,11.71%,-11.75%,41.60%,49.27,1.27%,0.21%,2.60,102.89,0.84,23.85,1.49%,86090,01/26/2017
"MRTX","Mirati Therapeutics, Inc.","Healthcare","Biotechnology","USA",131.99,,,,,1.60,1.81,,,,-4.17,-17.80%,18.30%,26.80%,,,12.40%,,25.14,23.86,0.10%,,49.30%,-2.40%,3.76%,4.45,-78.70%,-89.10%,,5.50,5.50,0.00,0.00,,,,-6.25%,-5.41%,-1.87%,2.54%,-75.28%,10.53%,1.31,0.34,6.34%,6.13%,-9.09%,-4.75%,-13.87%,-16.67%,14.13%,-78.51%,19.32%,40.01,-0.94%,0.00%,2.10,201.65,0.59,5.25,-0.94%,119196,3/9/2017 4:30:00 PM
"MRUS","Merus B.V.","Healthcare","Biotechnology","Netherlands",453.60,,,,122.60,6.39,6.52,,,,-1.62,-33.20%,76.60%,,,,19.50%,300.00%,15.11,7.75,20.80%,0.00%,54.40%,-0.47%,0.28%,0.39,-42.40%,-47.80%,-79.60%,14.60,14.60,0.01,0.01,,,,1.94%,25.34%,92.44%,218.51%,,42.21%,,1.89,10.07%,6.20%,13.42%,21.21%,95.93%,-10.75%,51.62%,-10.75%,313.78%,65.36,0.25%,0.66%,1.00,55.41,0.50,30.02,0.91%,27615,3/13/2017 8:30:00 AM
"MRVC","MRV Communications, Inc.","Technology","Networking & Communication Devices","USA",68.72,,,,0.88,2.23,3.29,,,,-2.27,51.00%,34.20%,-33.86%,,-11.60%,,-17.50%,6.77,6.62,0.20%,0.00%,40.80%,-0.97%,0.41%,4.99,,,-16.20%,2.20,1.80,0.00,0.00,49.80%,,,36.24%,26.87%,24.54%,-18.21%,2.94%,24.54%,-1.12,0.47,9.23%,4.22%,30.58%,28.44%,0.05%,20.12%,43.97%,-22.46%,43.97%,75.47,29.30%,11.35%,2.00,5.41,49.79,10.15,43.97%,269525,3/9/2017 4:30:00 PM
"MRVL","Marvell Technology Group Ltd.","Technology","Semiconductor - Integrated Circuits","Bermuda",8200.24,80.74,14.31,5.16,3.36,2.07,,,1.46%,,0.20,44.40%,15.42%,-23.19%,15.63%,-7.30%,,-7.30%,500.32,423.37,0.70%,-41.25%,74.60%,-1.96%,1.39%,1.28,,,26.20%,4.60,4.20,0.00,0.00,53.40%,13.30%,,1.86%,4.53%,14.06%,31.77%,67.32%,18.17%,1.15,0.36,2.26%,2.05%,3.26%,8.29%,27.69%,0.12%,18.51%,0.12%,82.73%,64.56,2.69%,0.82%,2.70,4573.48,2.43,16.39,3.54%,11106960,3/2/2017 4:30:00 PM
"MS","Morgan Stanley","Financial","Investment Brokerage - National","USA",85739.19,15.90,11.85,1.17,2.26,1.23,3.89,73.22,1.72%,23.50%,2.92,0.20%,15.76%,18.10%,13.54%,-0.60%,107.60%,21.80%,1844.25,1428.45,0.20%,-37.95%,64.00%,1.01%,1.06%,1.39,0.70%,8.00%,1.30%,,,2.57,5.65,86.20%,23.30%,14.50%,-0.73%,5.88%,9.53%,46.64%,92.96%,10.54%,1.85,0.90,1.60%,1.63%,0.83%,5.02%,33.00%,-1.77%,11.92%,-1.77%,104.70%,57.75,-1.17%,0.77%,2.30,10900.73,0.79,46.49,-0.41%,8571465,1/17/2017 8:30:00 AM
"MSA","MSA Safety Incorporated","Services","Security & Protection Services","USA",2794.78,28.51,19.64,1.90,2.43,4.68,24.56,28.66,1.91%,53.50%,2.42,31.90%,12.13%,6.10%,15.00%,0.70%,19.30%,-5.50%,40.51,36.03,4.50%,-8.24%,64.30%,2.58%,1.72%,2.98,6.50%,16.70%,11.30%,2.10,1.70,0.66,0.70,45.60%,14.50%,8.00%,-5.34%,2.22%,5.98%,21.75%,58.66%,-0.01%,1.44,1.75,2.21%,2.39%,-2.22%,-1.12%,15.20%,-7.57%,4.29%,-7.57%,60.68%,43.04,-1.44%,1.27%,1.80,208.04,1.05,68.99,-0.19%,218259,2/23/2017 4:30:00 PM
"MSB","Mesabi Trust","Financial","Diversified Investments","USA",189.58,23.88,,,20.83,24.91,35.11,,4.43%,105.90%,0.61,-65.40%,2.30%,-23.40%,,-21.80%,33.60%,30.80%,13.12,13.09,0.25%,0.00%,15.80%,21.66%,0.59%,1.40,87.80%,112.20%,95.10%,6.30,6.30,0.00,0.00,,86.00%,87.10%,-4.62%,-9.69%,33.88%,48.21%,156.72%,36.39%,0.68,0.80,3.24%,4.25%,-7.33%,3.45%,33.11%,-17.05%,37.03%,-17.05%,179.08%,45.48,-3.02%,0.34%,3.00,54.95,0.68,14.45,-2.69%,37220,3/16/2017 4:30:00 PM
"MSBF","MSB Financial Corp.","Financial","Savings & Loans","USA",94.29,81.37,,,6.64,1.25,,,,0.00%,0.20,162.00%,,18.30%,,0.60%,23800.00%,25.80%,5.68,5.24,1.20%,0.00%,20.20%,-4.89%,0.03%,0.24,0.30%,,,,,,,,78.50%,8.20%,-0.90%,8.50%,20.29%,25.00%,33.12%,12.93%,0.06,0.23,1.15%,1.35%,3.24%,9.61%,19.27%,-2.35%,16.49%,-2.35%,32.59%,66.95,-0.30%,0.00%,,5.99,0.68,16.60,-0.30%,4059,01/31/2017
"MSCC","Microsemi Corporation","Technology","Semiconductor - Integrated Circuits","USA",6040.68,,12.19,,3.43,3.35,34.74,27.40,,,-0.40,-134.50%,11.69%,-19.80%,15.00%,14.60%,-31.70%,32.30%,116.10,114.64,0.50%,-50.18%,99.00%,0.36%,5.72%,6.62,-0.80%,-2.20%,1.20%,2.50,1.80,1.17,1.19,58.20%,4.10%,-2.10%,-0.88%,-2.47%,-6.56%,27.74%,51.25%,-3.59%,1.28,1.17,1.90%,2.06%,-2.20%,-4.33%,16.63%,-10.25%,1.27%,-10.25%,75.30%,40.55,0.39%,0.64%,1.80,989.74,0.74,52.03,1.03%,732867,1/26/2017 4:30:00 PM
"MSCI","MSCI Inc.","Technology","Processing Systems & Products","USA",8545.89,35.06,22.87,1.92,7.43,27.90,10.79,28.88,1.18%,36.70%,2.71,29.10%,16.85%,13.80%,18.29%,5.00%,25.90%,7.30%,90.08,87.32,1.90%,-33.94%,99.60%,-0.53%,1.61%,2.02,8.70%,51.70%,15.20%,2.00,2.00,6.53,6.53,78.10%,42.40%,22.70%,-0.60%,2.75%,17.82%,9.44%,39.33%,20.78%,1.04,1.74,1.09%,1.73%,0.62%,8.42%,14.61%,-1.69%,21.98%,-1.69%,40.55%,62.36,0.29%,0.17%,2.40,695.57,0.79,94.87,0.46%,546171,2/2/2017 8:30:00 AM
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,13.15,,,,0.86,,,,,0.71,,,0.00%,,,,,,,,,,,,0.44,,,,,,,,,,,-1.80%,-1.48%,0.22%,-5.26%,11.23%,2.20%,,0.07,0.86%,0.67%,-1.72%,-0.62%,-0.17%,-2.62%,3.33%,-5.36%,11.74%,35.95,-0.11%,0.11%,,66.07,1.91,9.30,0.00%,126471,
"MSDI","Monster Digital, Inc.","Technology","Data Storage Devices","USA",11.53,,,,2.60,3.25,,,,,-1.78,,,,,,,-81.00%,8.54,5.93,,,,,0.59%,0.22,,,,,,,,,,,3.85%,-20.12%,-15.63%,-46.00%,,-22.86%,,0.13,7.42%,7.80%,-12.39%,-14.61%,-30.40%,-61.54%,17.39%,-64.47%,42.11%,41.10,-2.88%,0.00%,,161.24,0.15,1.35,-2.88%,24523,
"MSEX","Middlesex Water Company","Utilities","Water Utilities","USA",590.91,24.44,23.14,9.05,4.48,2.69,151.52,,2.36%,58.00%,1.46,21.30%,4.05%,19.89%,2.70%,5.40%,30.70%,2.90%,16.58,15.68,1.30%,-1.93%,50.10%,5.22%,0.88%,3.04,,,7.80%,0.60,0.50,0.62,0.71,,30.80%,,-5.96%,0.62%,-14.88%,4.28%,18.99%,-16.51%,0.42,1.07,3.25%,2.90%,-2.67%,-6.09%,-5.52%,-16.60%,2.77%,-19.40%,22.97%,41.48,1.83%,0.66%,3.00,45.17,1.33,35.64,2.50%,60012,03/17/2017
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",,,,,,0.93,,,,,-1.55,,,0.00%,,,,,,,,,,,,0.03,,,,,,,,,,,-0.28%,1.14%,4.66%,-3.94%,12.64%,7.36%,,0.12,0.85%,0.67%,-0.49%,1.74%,2.14%,-2.35%,9.60%,-5.22%,14.00%,52.17,0.50%,0.50%,,46.02,0.76,14.15,1.00%,34998,
"MSFG","MainSource Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",792.71,20.36,13.88,2.54,6.18,1.73,,,1.93%,37.10%,1.63,-0.40%,14.92%,9.80%,8.00%,1.10%,13.80%,22.90%,23.92,22.88,0.80%,-13.87%,58.70%,4.27%,1.01%,3.54,1.00%,,,,,,,,90.40%,29.90%,-3.69%,5.45%,3.36%,37.44%,63.41%,-3.22%,0.94,0.72,1.97%,1.87%,-2.65%,-0.73%,23.10%,-6.59%,6.70%,-6.59%,69.12%,43.80,-0.75%,0.60%,2.00,65.24,1.17,33.14,-0.15%,76643,01/25/2017
"MSFT","Microsoft Corporation","Technology","Business Software & Services","USA",499874.00,30.57,19.94,3.29,5.83,7.32,4.07,47.14,2.40%,68.50%,2.12,41.90%,9.34%,-4.90%,9.30%,4.10%,6.60%,1.20%,7698.66,7543.30,2.30%,-15.17%,74.80%,0.93%,0.61%,1.96,8.30%,23.50%,13.50%,2.00,2.00,0.86,1.23,61.00%,22.80%,19.60%,1.06%,3.13%,6.44%,14.51%,28.03%,5.12%,1.05,0.69,1.06%,0.99%,0.84%,2.34%,12.06%,-0.89%,5.45%,-0.89%,37.75%,59.65,-0.28%,0.59%,2.10,23481.18,0.83,64.93,0.31%,19531140,1/26/2017 4:30:00 PM
"MSG","The Madison Square Garden Company","Services","Entertainment - Diversified","USA",4768.35,,616.52,,4.04,1.89,3.38,135.85,,,-3.68,-91.10%,156.90%,,5.00%,,37.80%,8.40%,23.58,18.47,0.20%,-18.17%,90.80%,2.68%,5.71%,7.00,-2.50%,-3.50%,-2.30%,2.40,2.40,0.00,0.00,32.70%,-6.60%,-7.60%,6.63%,16.45%,13.49%,13.60%,20.80%,17.91%,,4.41,2.70%,2.23%,11.64%,14.54%,16.14%,1.59%,21.19%,1.59%,29.62%,81.52,2.48%,-0.23%,2.10,150.61,4.10,202.22,2.24%,617299,2/3/2017 8:30:00 AM
"MSI","Motorola Solutions, Inc.","Technology","Communication Equipment","USA",13579.34,25.14,14.81,5.31,2.25,,12.62,22.12,2.29%,49.00%,3.27,2.00%,7.51%,8.00%,4.73%,-5.90%,-7.50%,12.00%,165.40,164.03,0.10%,-36.54%,87.90%,-1.36%,4.11%,5.30,6.50%,-90.90%,22.70%,1.30,1.00,,,47.50%,17.60%,9.30%,1.92%,4.92%,-0.84%,7.29%,17.95%,-0.95%,0.38,1.45,1.36%,1.46%,3.26%,1.23%,8.95%,-3.91%,6.73%,-6.23%,32.27%,59.83,1.01%,-0.11%,2.60,1270.56,0.90,82.10,0.90%,1145980,2/2/2017 4:30:00 PM
"MSL","MidSouth Bancorp, Inc.","Financial","Regional - Southeast Banks","USA",158.56,23.63,12.51,4.73,2.00,0.73,1.69,,2.61%,61.60%,0.58,-35.90%,39.97%,16.30%,5.00%,9.20%,-17.80%,0.50%,11.49,8.44,5.10%,-8.23%,36.10%,2.09%,4.29%,19.34,0.30%,3.50%,24.90%,,,0.10,0.10,,79.50%,8.30%,-1.43%,-4.50%,-1.08%,33.46%,72.28%,1.47%,1.11,0.48,4.25%,3.30%,-5.13%,-3.59%,18.83%,-9.51%,8.66%,-9.51%,87.18%,39.30,-2.65%,0.53%,2.70,18.74,0.85,13.80,-2.13%,15869,1/31/2017 8:30:00 AM
"MSLI","Merus Labs International Inc.","Healthcare","Drug Manufacturers - Other","Canada",107.58,,33.71,,1.42,0.73,35.86,,,,-0.10,42.90%,175.00%,36.80%,,,-504.00%,64.20%,122.74,110.78,34.80%,0.00%,6.90%,0.32%,0.21%,6.46,-4.00%,-7.60%,-0.20%,0.80,0.60,0.59,0.75,66.80%,-3.50%,-14.70%,-7.73%,10.95%,-9.36%,-14.07%,-38.27%,0.75%,1.79,0.04,2.10%,4.87%,0.23%,3.26%,-14.26%,-13.98%,18.45%,-50.20%,25.12%,50.14,2.01%,-1.23%,1.50,36.24,0.02,0.88,0.76%,802,2/14/2017 8:30:00 AM
"MSM","MSC Industrial Direct Co., Inc.","Services","Industrial Equipment Wholesale","USA",5712.86,26.63,22.93,2.42,2.01,5.08,177.97,,1.76%,,3.83,0.80%,12.14%,1.90%,10.99%,7.20%,6.80%,-2.90%,55.97,44.08,0.60%,-26.84%,,-5.00%,6.13%,5.13,,,13.80%,2.00,1.00,0.27,0.48,45.00%,,,-2.18%,-1.14%,10.48%,39.84%,46.98%,11.02%,0.52,1.67,1.78%,1.44%,-1.51%,1.45%,24.80%,-3.43%,12.71%,-3.43%,53.16%,50.89,-0.04%,0.76%,2.70,526.79,0.84,102.07,0.72%,443924,4/12/2017 8:30:00 AM
"MSN","Emerson Radio Corp.","Consumer Goods","Electronic Equipment","USA",34.12,140.00,,,1.33,0.63,0.66,9.48,,0.00%,0.01,-151.10%,,-15.60%,,-25.60%,779.40%,-46.70%,27.08,10.48,61.98%,0.00%,17.10%,51.89%,0.02%,0.05,0.40%,0.50%,-2.10%,46.70,44.60,0.00,0.00,23.50%,-0.60%,1.00%,-3.08%,11.51%,58.89%,44.83%,44.26%,20.00%,0.77,0.06,5.84%,5.67%,3.45%,11.17%,41.15%,-5.26%,28.57%,-5.26%,129.09%,57.72,-0.79%,0.79%,,39.00,0.40,1.26,0.00%,15427,
"MSON","Misonix, Inc.","Healthcare","Medical Appliances & Equipment","USA",101.47,,,,4.39,3.63,11.27,,,,-0.17,-126.10%,,10.70%,30.00%,13.30%,-112.20%,-4.50%,8.94,6.08,18.70%,83.65%,10.40%,-1.80%,0.86%,3.20,-4.30%,-4.80%,-21.50%,5.90,4.10,0.00,0.00,67.10%,-25.30%,-5.10%,12.04%,2.71%,24.04%,66.91%,80.45%,8.61%,0.27,0.37,3.35%,3.83%,12.51%,8.00%,51.70%,-1.30%,25.41%,-1.30%,196.34%,67.72,3.18%,0.00%,1.00,16.42,0.57,11.35,3.18%,9395,
"MSP","Madison Strategic Sector Premium Fund","Financial","Closed-End Fund - Equity","USA",,824.00,,,,0.99,,,,,0.02,,,,,,,,,,,,,,,0.62,,,,,,,,,,,0.65%,3.09%,5.62%,9.23%,21.80%,3.95%,,0.11,0.88%,0.84%,1.24%,2.47%,7.52%,-0.40%,5.37%,-0.40%,21.80%,65.18,0.24%,-0.48%,,13.57,0.77,12.36,-0.24%,10398,
"MSTR","MicroStrategy Incorporated","Technology","Application Software","USA",2140.81,47.42,22.87,4.74,4.18,7.74,3.63,19.77,,0.00%,3.94,-14.00%,7.50%,14.90%,10.00%,-0.90%,-20.20%,-2.40%,11.45,9.37,0.08%,-32.09%,97.30%,-1.35%,3.38%,4.30,12.50%,17.90%,15.50%,3.70,3.70,0.00,0.00,81.80%,21.00%,17.70%,-1.59%,-0.28%,-5.78%,8.29%,11.88%,-5.28%,1.05,4.58,2.40%,2.22%,-2.47%,-4.55%,1.34%,-9.67%,0.74%,-9.80%,15.48%,37.82,0.75%,-1.09%,2.30,73.71,0.71,186.97,-0.35%,52125,1/31/2017 4:30:00 PM
"MSTX","Mast Therapeutics, Inc.","Healthcare","Biotechnology","USA",28.50,,,,633.33,1.90,1.06,,,,-0.22,-4.70%,40.00%,25.50%,,,37.30%,,250.44,238.06,0.26%,0.00%,4.70%,-54.50%,4.52%,1.44,-83.70%,-216.90%,,1.40,1.40,0.00,0.88,,,,0.53%,-18.71%,42.25%,-81.94%,-59.36%,26.44%,0.24,0.01,6.73%,7.11%,-8.69%,-9.72%,-53.19%,-50.52%,42.25%,-83.97%,62.57%,35.84,-1.47%,3.31%,2.30,7495.66,0.39,0.11,1.79%,2895978,3/13/2017 4:30:00 PM
"MT","ArcelorMittal","Basic Materials","Steel & Iron","Luxembourg",26014.96,16.84,10.24,0.80,0.46,0.85,10.40,136.92,,0.00%,0.50,124.60%,-11.20%,-2.30%,21.04%,-9.60%,105.30%,-52.20%,3108.12,1876.53,44.80%,0.00%,5.20%,-3.51%,0.44%,0.52,2.40%,6.10%,7.20%,1.20,0.40,0.39,0.45,11.20%,7.30%,3.10%,-5.96%,6.35%,-3.24%,36.10%,64.12%,14.66%,2.61,0.29,2.66%,2.67%,-5.71%,1.08%,24.55%,-10.67%,15.45%,-10.67%,115.72%,43.93,-2.45%,2.02%,2.30,15848.47,1.30,8.37,-0.48%,20537463,02/17/2017
"MTB","M&T Bank Corporation","Financial","Regional - Northeast Banks","USA",25486.90,21.24,16.95,2.96,6.54,1.69,3.45,40.21,1.71%,35.70%,7.82,8.30%,12.73%,4.10%,7.17%,6.90%,20.20%,8.90%,153.36,143.53,2.00%,-12.30%,82.70%,2.87%,3.07%,4.91,1.00%,8.10%,10.20%,,,0.62,0.62,,84.20%,31.40%,-1.08%,2.53%,10.33%,44.35%,57.49%,6.70%,0.75,2.64,1.49%,1.48%,-0.57%,2.78%,26.00%,-3.92%,9.67%,-3.92%,60.07%,52.83,-0.86%,0.66%,3.10,897.50,1.02,166.19,-0.20%,913456,1/19/2017 8:30:00 AM
"MTBC","Medical Transcription Billing, Corp.","Technology","Healthcare Information Services","USA",6.48,,,,0.31,0.59,0.91,,,,-0.59,27.70%,45.20%,,,20.10%,-36.10%,-5.40%,9.97,4.55,51.20%,1.82%,13.50%,-9.24%,0.06%,0.26,-22.90%,-47.20%,-20.10%,1.30,1.30,0.43,0.88,54.10%,-22.30%,-28.10%,-13.55%,-7.16%,-24.43%,-29.37%,-9.10%,-10.36%,,0.05,6.08%,5.35%,-13.24%,-13.89%,-24.63%,-29.98%,1.55%,-51.14%,1.55%,40.80,-8.93%,-6.11%,2.00,11.18,2.66,0.65,-14.49%,29772,3/23/2017 8:30:00 AM
"MTCH","Match Group, Inc.","Technology","Internet Information Providers","USA",4229.73,26.51,15.76,1.65,3.46,8.61,16.67,22.84,,0.00%,0.63,-2.40%,20.75%,,16.10%,,355.50%,19.50%,252.07,44.82,2.50%,0.00%,97.70%,0.64%,26.25%,10.63,8.50%,42.60%,14.70%,1.20,1.20,2.37,2.37,80.90%,25.00%,14.00%,3.45%,-6.15%,-7.80%,6.20%,48.63%,-1.87%,,0.43,2.24%,2.36%,-0.30%,-3.41%,0.83%,-9.98%,6.47%,-14.99%,66.80%,46.49,0.00%,0.36%,2.20,1107.28,0.71,16.78,0.36%,781980,1/31/2017 4:30:00 PM
"MTD","Mettler-Toledo International Inc.","Healthcare","Medical Instruments & Supplies","USA",12625.32,34.13,26.23,2.84,5.03,29.26,79.55,39.57,,0.00%,14.27,14.00%,11.23%,11.60%,12.02%,1.70%,16.40%,5.40%,25.93,25.28,0.40%,-58.65%,99.30%,-0.14%,5.93%,8.14,18.10%,78.00%,28.90%,1.50,1.10,2.01,2.06,57.20%,20.10%,15.30%,1.08%,5.53%,16.12%,20.96%,47.86%,16.33%,1.20,6.65,1.13%,1.19%,2.70%,8.97%,18.27%,-0.33%,19.06%,-0.33%,49.49%,77.25,-0.11%,0.70%,2.80,184.00,0.56,486.90,0.59%,103612,2/2/2017 4:30:00 PM
"MTDR","Matador Resources Company","Basic Materials","Independent Oil & Gas","USA",2339.00,,17.35,,9.17,3.21,10.99,,,,-1.11,87.20%,83.61%,-40.70%,,26.30%,140.30%,101.20%,100.30,87.24,2.40%,-0.25%,87.30%,7.67%,16.46%,11.83,-8.00%,-18.80%,-13.90%,1.60,1.60,0.83,0.84,59.00%,-69.50%,-38.20%,-2.43%,-11.23%,-5.97%,-3.08%,22.48%,-9.47%,1.25,0.99,4.72%,3.52%,-7.94%,-9.34%,-1.07%,-18.20%,5.00%,-18.20%,32.95%,38.50,-1.69%,0.89%,2.10,1214.45,1.10,23.32,-0.81%,1330386,2/22/2017 4:30:00 PM
"MTEX","Mannatech, Incorporated","Consumer Goods","Personal Products","USA",47.34,23.91,,1.37,0.26,1.13,1.24,29.59,2.84%,16.20%,0.74,-10.80%,,20.40%,17.50%,-4.60%,1789.70%,9.60%,2.69,1.72,12.40%,0.00%,21.30%,-1.38%,0.95%,2.75,2.80%,5.20%,23.60%,1.70,1.40,0.03,0.05,79.60%,2.00%,1.10%,-4.22%,-6.24%,2.54%,-0.70%,-4.76%,-12.71%,0.94,0.53,2.94%,2.55%,-5.71%,-7.72%,-4.21%,-20.54%,0.97%,-26.62%,10.82%,34.86,-0.56%,0.00%,,5.90,0.23,17.60,-0.56%,1370,3/14/2017 8:30:00 AM
"MTG","MGIC Investment Corporation","Financial","Property & Casualty Insurance","USA",3580.59,12.46,9.59,1.66,3.37,1.41,23.04,17.12,,0.00%,0.85,-66.90%,10.53%,18.70%,7.50%,-6.70%,-12.90%,3.10%,338.75,336.28,1.60%,0.00%,95.30%,1.91%,4.77%,3.47,5.90%,13.70%,10.70%,,,0.30,0.46,,53.80%,32.20%,-0.84%,-4.17%,11.03%,29.06%,43.81%,3.73%,2.42,0.23,2.06%,1.92%,-1.86%,-0.28%,23.91%,-6.87%,6.45%,-6.87%,97.20%,47.40,-0.56%,0.57%,1.80,4627.09,0.54,10.57,0.00%,2513178,1/19/2017 8:30:00 AM
"MTGE","MTGE Investment Corp.","Financial","REIT - Diversified","USA",741.60,18.50,9.20,5.57,5.02,0.83,6.00,84.27,10.00%,184.90%,0.87,200.50%,0.81%,-15.40%,3.32%,55.20%,-635.90%,-10.40%,46.35,45.53,,,73.70%,11.10%,0.94%,1.19,0.80%,4.40%,0.90%,,,0.00,4.30,63.40%,29.60%,26.50%,-3.32%,-0.93%,-2.30%,-7.27%,16.90%,1.91%,0.39,0.30,1.82%,1.87%,-1.20%,-1.55%,-1.14%,-6.16%,4.87%,-7.64%,19.11%,43.44,1.59%,0.32%,2.70,360.34,0.88,16.00,1.91%,318431,2/8/2017 4:30:00 PM
"MTH","Meritage Homes Corporation","Industrial Goods","Residential Construction","USA",1490.52,10.44,8.87,1.33,0.49,1.04,11.32,,,0.00%,3.55,14.80%,14.26%,49.40%,7.83%,28.70%,-3.10%,12.70%,40.23,37.88,1.50%,-1.68%,,-0.91%,8.24%,10.31,5.30%,11.10%,5.90%,,,0.77,0.77,10.60%,7.20%,4.90%,2.07%,8.81%,-1.98%,1.87%,8.97%,6.47%,1.30,0.90,2.26%,2.32%,5.22%,4.71%,4.02%,-2.11%,10.93%,-10.12%,24.75%,65.15,0.68%,0.55%,3.20,302.79,0.91,37.05,1.23%,274037,2/1/2017 8:30:00 AM
"MTK","SPDR Morgan Stanley Technology ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.73%,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,0.63%,3.18%,10.86%,14.37%,35.99%,11.62%,,0.55,0.69%,0.79%,0.79%,4.32%,13.62%,-0.63%,11.86%,-0.63%,37.15%,65.53,0.23%,0.51%,,28.68,0.47,67.55,0.75%,13577,
"MTL","Mechel PAO","Basic Materials","Steel & Iron","Russia",1202.40,,1.50,,0.28,,28.90,22.99,,,-2.82,4.10%,806.25%,-80.39%,,91.80%,84.70%,-49.20%,275.78,119.58,58.70%,0.00%,8.10%,8.96%,0.51%,1.72,,,6.50%,0.10,0.10,,,43.00%,12.10%,-13.70%,-14.51%,-27.93%,-17.11%,55.71%,134.41%,-23.91%,-0.23,0.27,4.63%,4.54%,-18.63%,-25.40%,14.63%,-36.16%,0.23%,-36.16%,198.63%,24.42,-1.58%,1.14%,4.00,354.53,0.91,4.36,-0.46%,321612,
"MTLS","Materialise NV","Technology","Application Software","Belgium",370.12,,48.90,,3.17,4.64,6.98,,,,-0.03,-224.80%,177.97%,,,,95.30%,10.80%,46.15,8.00,,,7.60%,5.00%,1.76%,4.45,-1.00%,-1.90%,-3.40%,1.90,1.80,0.26,0.34,59.20%,-0.80%,-1.30%,-9.79%,-10.39%,2.30%,6.51%,8.53%,4.43%,,0.29,2.94%,3.38%,-9.69%,-4.19%,6.32%,-15.58%,10.62%,-15.58%,32.13%,35.78,-1.96%,0.25%,2.30,31.68,1.45,8.02,-1.72%,46082,2/24/2017 6:30:00 AM
"MTN","Vail Resorts, Inc.","Services","Resorts & Casinos","USA",7476.27,48.86,32.77,3.83,4.66,5.20,70.00,47.65,1.72%,70.30%,3.87,30.80%,11.77%,33.70%,12.75%,6.50%,-4.00%,2.10%,39.58,39.36,1.10%,-3.82%,99.40%,7.97%,4.04%,4.11,5.10%,14.60%,12.10%,0.50,0.30,1.03,1.05,27.50%,17.40%,9.10%,2.57%,7.22%,16.65%,17.60%,51.38%,17.10%,0.51,3.17,2.04%,1.43%,4.39%,9.54%,21.13%,2.40%,18.17%,2.40%,55.18%,70.67,1.72%,2.92%,1.80,386.48,3.88,188.89,4.68%,1500563,3/10/2017 8:30:00 AM
